Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.
Stefan Struve,0,9 of 23,39%,12 of 26,2 of 4,50%,1,4,0
Mirsad Bektic,0,4 of 10,40%,20 of 27,4 of 6,66%,2,1,0
Iuri Alcantara,1,26 of 39,66%,26 of 39,0 of 0,0%,2,2,0
Damian Stasiak,0,10 of 39,25%,18 of 47,4 of 9,44%,1,5,1
Leon Edwards,0,16 of 72,22%,31 of 89,3 of 10,30%,1,6,0
Marc Diakiese,0,48 of 116,41%,61 of 129,1 of 1,100%,0,0,0
Mike Perry,1,90 of 214,42%,103 of 228,0 of 0,0%,0,5,0
Leonardo Santos,0,23 of 70,32%,23 of 70,0 of 1,0%,0,0,0
John Lineker,0,93 of 322,28%,94 of 323,0 of 0,0%,0,0,0
Alex Oliveira,0,48 of 59,81%,80 of 102,4 of 10,40%,1,2,0
Zak Ottow,0,65 of 149,43%,80 of 165,0 of 2,0%,1,0,0
Brandon Moreno,0,8 of 11,72%,21 of 24,1 of 1,100%,2,0,0
Henrique da Silva,0,44 of 76,57%,53 of 85,0 of 0,0%,1,3,1
Andre Fili,1,45 of 124,36%,72 of 151,1 of 2,50%,0,3,1
Shamil Abdurakhimov,0,47 of 128,36%,52 of 135,1 of 8,12%,0,1,0
Elizeu Zaleski dos Santos,0,34 of 120,28%,45 of 131,1 of 1,100%,2,2,0
Nate Marquardt,1,24 of 39,61%,48 of 65,2 of 2,100%,0,0,0
Ion Cutelaba,0,89 of 283,31%,92 of 286,0 of 1,0%,0,0,0
Curtis Blaydes,0,52 of 81,64%,109 of 149,5 of 6,83%,0,3,0
Ketlen Vieira,0,13 of 57,22%,67 of 120,4 of 6,66%,0,3,0
Cris Cyborg,0,84 of 127,66%,100 of 144,2 of 2,100%,0,4,0
Renan Barao,0,64 of 151,42%,64 of 152,3 of 3,100%,0,0,0
Roy Nelson,1,36 of 66,54%,38 of 68,0 of 1,0%,0,0,0
Francisco Trinaldo,0,32 of 67,47%,42 of 85,1 of 3,33%,0,1,0
Eric Spicely,0,5 of 8,62%,7 of 10,1 of 2,50%,1,2,0
Godofredo Pepey,0,24 of 39,61%,27 of 43,1 of 2,50%,2,1,0
Michel Prazeres,0,67 of 169,39%,70 of 176,5 of 7,71%,0,0,0
Rani Yahya,0,10 of 18,55%,19 of 28,7 of 11,63%,1,6,1
Jussier Formiga,0,8 of 34,23%,55 of 90,1 of 3,33%,2,8,0
Erick Silva,1,55 of 116,47%,62 of 125,0 of 0,0%,2,4,1
Alan Patrick,0,7 of 12,58%,60 of 75,5 of 8,62%,1,6,0
Vicente Luque,1,11 of 22,50%,11 of 22,0 of 0,0%,0,0,0
Gregor Gillespie,0,41 of 90,45%,109 of 172,5 of 19,26%,0,8,0
Michael Johnson,1,14 of 37,37%,14 of 37,0 of 0,0%,0,0,0
Derek Brunson,1,4 of 7,57%,15 of 18,0 of 3,0%,0,0,0
Evan Dunham,0,144 of 279,51%,185 of 330,3 of 9,33%,2,4,0
Roan Carneiro,0,33 of 70,47%,43 of 80,2 of 6,33%,0,2,1
Islam Makhachev,0,12 of 19,63%,51 of 83,4 of 4,100%,2,7,2
Chas Skelly,0,1 of 1,100%,1 of 1,0 of 0,0%,1,0,0
Gabriel Benitez,1,39 of 101,38%,39 of 101,0 of 0,0%,1,0,0
Belal Muhammad,0,66 of 149,44%,118 of 210,3 of 4,75%,0,5,0
Antonio Carlos Junior,0,32 of 60,53%,94 of 142,7 of 14,50%,1,5,1
Jose Quinonez,2,56 of 131,42%,76 of 159,5 of 7,71%,0,5,0
Randy Brown,0,12 of 30,40%,18 of 36,1 of 3,33%,1,0,0
Stipe Miocic,0,34 of 60,56%,34 of 60,1 of 1,100%,0,0,0
Fabricio Werdum,1,84 of 142,59%,107 of 166,0 of 3,0%,1,1,0
Mickey Gall,0,20 of 32,62%,26 of 39,1 of 1,100%,2,3,0
Jimmie Rivera,0,54 of 160,33%,55 of 162,0 of 0,0%,0,0,0
Jessica Andrade,0,20 of 28,71%,44 of 58,2 of 3,66%,1,3,0
Bethe Correia,0,49 of 150,32%,69 of 170,0 of 3,0%,0,0,0
Brad Tavares,0,46 of 100,46%,58 of 112,0 of 0,0%,0,0,0
Nik Lentz,0,38 of 50,76%,80 of 97,5 of 6,83%,1,8,0
Drew Dober,1,20 of 41,48%,23 of 45,0 of 1,0%,0,0,0
Yancy Medeiros,2,17 of 57,29%,17 of 57,0 of 0,0%,1,2,0
Josh Barnett,0,53 of 82,64%,112 of 150,1 of 2,50%,1,6,1
Alexander Gustafsson,0,50 of 100,50%,139 of 201,4 of 5,80%,0,2,0
Ryan Bader,1,13 of 34,38%,15 of 36,0 of 1,0%,0,0,0
Nick Hein,0,20 of 76,26%,48 of 106,2 of 5,40%,0,1,0
Jessin Ayari,0,70 of 172,40%,72 of 174,0 of 3,0%,0,0,0
Peter Sobotta,1,38 of 76,50%,83 of 127,3 of 5,60%,1,7,0
Ashlee Evans-Smith,0,73 of 115,63%,114 of 162,2 of 5,40%,0,3,0
Taylor Lapilus,0,63 of 146,43%,84 of 168,0 of 0,0%,0,0,0
Jack Hermansson,0,88 of 156,56%,121 of 190,1 of 6,16%,0,1,0
Rustam Khabilov,0,24 of 82,29%,49 of 111,2 of 10,20%,0,0,0
Demian Maia,0,1 of 1,100%,5 of 5,1 of 1,100%,1,2,0
Anthony Pettis,0,53 of 87,60%,77 of 114,0 of 0,0%,1,2,5
Paige VanZant,1,25 of 63,39%,27 of 65,0 of 0,0%,0,0,0
Jim Miller,0,80 of 166,48%,97 of 185,0 of 3,0%,0,0,0
Sam Alvey,2,59 of 114,51%,70 of 125,0 of 0,0%,0,1,0
Kyle Bochniak,0,41 of 141,29%,41 of 142,1 of 3,33%,0,1,0
Alessio Di Chirico,1,61 of 136,44%,114 of 198,2 of 6,33%,0,4,0
Felipe Silva,1,11 of 25,44%,13 of 27,0 of 0,0%,0,0,0
Chad Laprise,2,17 of 35,48%,22 of 40,0 of 0,0%,0,0,0
Jeremy Kennedy,0,27 of 71,38%,43 of 94,5 of 14,35%,0,0,0
Conor McGregor,3,164 of 286,57%,197 of 322,0 of 1,0%,0,0,0
Anthony Johnson,1,4 of 8,50%,4 of 8,0 of 0,0%,0,0,0
Donald Cerrone,1,45 of 73,61%,48 of 76,1 of 1,100%,1,0,0
Mike Perry,3,31 of 50,62%,50 of 69,0 of 0,0%,0,3,0
Tim Means,0,71 of 118,60%,82 of 130,0 of 0,0%,0,0,0
Cody Garbrandt,1,12 of 27,44%,13 of 28,0 of 0,0%,0,0,0
Raquel Pennington,0,33 of 50,66%,81 of 102,3 of 5,60%,1,2,0
Artem Lobov,0,53 of 117,45%,63 of 128,0 of 1,0%,0,0,0
Cortney Casey,0,21 of 36,58%,29 of 44,0 of 0,0%,1,1,1
Lorenz Larkin,1,32 of 48,66%,34 of 50,0 of 0,0%,0,0,0
Colby Covington,0,26 of 46,56%,161 of 216,6 of 9,66%,0,12,0
Marvin Vettori,0,10 of 14,71%,50 of 68,1 of 1,100%,1,0,0
Yair Rodriguez,0,120 of 338,35%,124 of 343,1 of 2,50%,0,0,0
Dennis Bermudez,0,48 of 95,50%,77 of 127,5 of 10,50%,0,1,1
Thales Leites,0,36 of 53,67%,58 of 82,5 of 11,45%,1,7,0
Santiago Ponzinibbio,0,58 of 126,46%,60 of 128,0 of 0,0%,0,0,0
Trevor Smith,1,42 of 69,60%,105 of 137,4 of 6,66%,2,10,0
Maryna Moroz,0,17 of 251,6%,17 of 251,0 of 0,0%,0,0,0
Court McGee,0,15 of 39,38%,55 of 82,4 of 15,26%,1,2,0
Marcin Tybura,1,15 of 62,24%,20 of 67,0 of 0,0%,0,0,0
David Teymur,1,26 of 61,42%,26 of 61,0 of 1,0%,0,0,0
Teruto Ishihara,1,13 of 25,52%,13 of 25,0 of 1,0%,0,0,0
Cub Swanson,0,67 of 109,61%,91 of 133,1 of 1,100%,1,3,0
Justin Ledet,0,113 of 230,49%,114 of 231,0 of 0,0%,0,0,0
Tyron Woodley,1,8 of 11,72%,8 of 11,0 of 0,0%,0,0,0
Karolina Kowalkiewicz,0,84 of 242,34%,128 of 293,0 of 0,0%,0,2,0
Jake Ellenberger,2,21 of 34,61%,29 of 43,0 of 0,0%,0,0,0
Erik Perez,0,54 of 156,34%,147 of 259,2 of 6,33%,0,1,0
Ryan Benoit,1,31 of 58,53%,45 of 76,0 of 1,0%,0,1,0
Nikita Krylov,1,60 of 118,50%,70 of 128,0 of 0,0%,0,0,0
Jorge Masvidal,1,113 of 256,44%,130 of 277,1 of 1,100%,0,0,0
Anthony Hamilton,1,9 of 16,56%,11 of 18,0 of 0,0%,0,0,0
Wilson Reis,0,4 of 8,50%,12 of 17,3 of 5,60%,1,3,0
Damien Brown,2,22 of 42,52%,25 of 46,0 of 0,0%,0,1,0
Valentina Shevchenko,0,87 of 185,47%,119 of 217,3 of 7,42%,0,1,0
Edson Barboza,0,56 of 136,41%,63 of 144,1 of 1,100%,0,0,0
Francis Ngannou,0,8 of 20,40%,9 of 21,0 of 0,0%,0,0,0
Felice Herrig,0,13 of 30,43%,15 of 32,1 of 1,100%,1,2,0
Eddie Wineland,1,42 of 129,32%,52 of 139,0 of 1,0%,0,0,0
Darren Elkins,0,33 of 57,57%,206 of 256,5 of 6,83%,0,0,0
Kamaru Usman,0,41 of 67,61%,155 of 195,5 of 9,55%,0,8,0
Michel Prazeres,0,48 of 77,62%,70 of 101,7 of 14,50%,1,4,1
Alex Oliveira,0,58 of 78,74%,156 of 196,2 of 8,25%,0,1,0
Jason Knight,0,76 of 225,33%,95 of 245,1 of 2,50%,0,0,0
Luis Henrique,0,20 of 43,46%,77 of 141,1 of 7,14%,1,2,0
John Lineker,2,26 of 55,47%,28 of 57,0 of 0,0%,0,0,0
Tony Ferguson,0,66 of 119,55%,69 of 122,0 of 0,0%,3,0,0
Tim Boetsch,0,38 of 58,65%,98 of 119,2 of 2,100%,0,3,0
Daniel Omielanczuk,0,26 of 37,70%,100 of 111,1 of 1,100%,0,1,2
Keita Nakamura,1,41 of 113,36%,45 of 117,0 of 2,0%,1,3,0
Louis Smolka,0,82 of 113,72%,138 of 178,3 of 6,50%,7,7,3
Katlyn Chookagian,0,45 of 139,32%,67 of 162,0 of 1,0%,0,0,0
Sam Alvey,0,8 of 15,53%,13 of 20,0 of 0,0%,1,0,0
Cortney Casey,0,19 of 28,67%,31 of 42,2 of 2,100%,0,3,0
Scott Holtzman,1,53 of 99,53%,120 of 177,3 of 3,100%,1,5,1
Rani Yahya,0,40 of 75,53%,109 of 148,3 of 6,50%,1,5,0
Alex Nicholson,1,18 of 31,58%,20 of 33,0 of 0,0%,0,0,0
Amanda Nunes,0,40 of 63,63%,40 of 63,0 of 0,0%,1,1,0
Daniel Cormier,0,33 of 64,51%,153 of 208,3 of 3,100%,0,3,0
Jose Aldo,0,80 of 192,41%,81 of 193,0 of 0,0%,0,0,0
Cain Velasquez,1,50 of 79,63%,90 of 124,1 of 3,33%,0,1,0
Julianna Pena,0,12 of 21,57%,129 of 150,2 of 3,66%,1,6,1
Kelvin Gastelum,0,124 of 249,49%,134 of 259,0 of 1,0%,0,0,0
TJ Dillashaw,0,64 of 195,32%,72 of 205,1 of 5,20%,0,1,0
Sage Northcutt,0,41 of 66,62%,106 of 135,0 of 2,0%,1,2,1
Joe Lauzon,1,22 of 33,66%,28 of 40,0 of 0,0%,0,0,0
Gegard Mousasi,1,21 of 34,61%,39 of 55,2 of 2,100%,0,2,0
Jim Miller,0,8 of 26,30%,13 of 32,1 of 1,100%,0,1,0
Joanna Jedrzejczyk,0,176 of 330,53%,194 of 351,1 of 2,50%,0,0,0
Andrew Sanchez,0,31 of 43,72%,118 of 159,6 of 12,50%,0,5,0
Tatiana Suarez,0,16 of 19,84%,38 of 43,3 of 3,100%,1,0,0
Will Brooks,0,80 of 150,53%,116 of 190,1 of 6,16%,0,1,0
Dooho Choi,1,4 of 7,57%,6 of 11,0 of 0,0%,0,0,0
Joaquim Silva,1,6 of 8,75%,6 of 8,0 of 1,0%,0,0,0
Gray Maynard,0,30 of 71,42%,42 of 85,3 of 7,42%,1,3,1
Matheus Nicolau,0,41 of 85,48%,53 of 98,0 of 1,0%,0,1,0
Josh Stansbury,0,61 of 107,57%,153 of 203,0 of 2,0%,0,5,0
Cezar Ferreira,0,30 of 51,58%,120 of 148,6 of 6,100%,0,3,0
Kevin Lee,0,24 of 38,63%,36 of 51,1 of 2,50%,0,2,0
Jingliang Li,0,6 of 15,40%,11 of 20,1 of 1,100%,0,1,1
Eddie Alvarez,0,45 of 78,57%,49 of 83,1 of 3,33%,0,0,0
Derrick Lewis,0,37 of 73,50%,39 of 75,0 of 0,0%,0,0,0
Alan Jouban,3,86 of 169,50%,105 of 191,0 of 0,0%,0,2,0
Joe Duffy,1,3 of 7,42%,3 of 7,0 of 0,0%,1,2,0
Alberto Mina,1,16 of 43,37%,27 of 57,2 of 2,100%,0,0,0
John Makdessi,0,84 of 152,55%,110 of 182,0 of 1,0%,0,0,0
Anthony Birchak,0,41 of 112,36%,101 of 175,0 of 0,0%,0,0,0
Pedro Munhoz,0,14 of 25,56%,14 of 25,1 of 2,50%,1,0,0
Felipe Arantes,0,3 of 9,33%,5 of 11,0 of 0,0%,1,0,0
Gilbert Burns,0,13 of 30,43%,16 of 34,1 of 5,20%,1,1,0
Marco Beltran,1,20 of 48,41%,31 of 60,0 of 0,0%,1,1,0
Vicente Luque,0,25 of 54,46%,51 of 87,4 of 5,80%,1,4,0
Stephen Thompson,0,110 of 259,42%,124 of 274,0 of 0,0%,0,0,0
Donald Cerrone,3,73 of 119,61%,92 of 140,2 of 3,66%,1,2,0
Steve Bosse,0,93 of 172,54%,120 of 202,1 of 3,33%,0,3,0
Olivier Aubin-Mercier,0,44 of 61,72%,74 of 95,3 of 8,37%,1,5,0
Joanne Calderwood,2,115 of 208,55%,142 of 239,3 of 6,50%,0,1,0
Jason Saggo,0,48 of 132,36%,75 of 160,1 of 2,50%,0,2,0
Misha Cirkunov,0,44 of 94,46%,55 of 106,1 of 3,33%,1,1,0
Krzysztof Jotko,1,4 of 10,40%,4 of 10,0 of 0,0%,0,0,0
Joe Soto,0,47 of 136,34%,63 of 153,1 of 7,14%,2,2,0
Elias Theodorou,0,37 of 141,26%,87 of 194,0 of 4,0%,0,0,0
Randa Markos,0,86 of 243,35%,116 of 284,1 of 6,16%,1,0,0
Colby Covington,1,19 of 34,55%,78 of 107,5 of 9,55%,1,6,0
Ali Bagautinov,0,90 of 124,72%,128 of 167,5 of 8,62%,0,6,1
Michael Bisping,2,21 of 50,42%,21 of 50,0 of 0,0%,0,0,0
Dominick Cruz,1,87 of 261,33%,99 of 275,3 of 7,42%,0,2,1
Max Holloway,0,103 of 205,50%,111 of 213,0 of 0,0%,2,2,0
Dan Henderson,1,13 of 31,41%,23 of 41,0 of 0,0%,0,0,0
Dustin Poirier,2,36 of 66,54%,36 of 66,0 of 0,0%,0,0,0
Brian Ortega,1,62 of 189,32%,62 of 189,0 of 0,0%,0,0,0
Beneil Dariush,2,46 of 70,65%,48 of 72,0 of 2,0%,0,0,0
Jessica Andrade,0,117 of 205,57%,118 of 206,0 of 0,0%,0,0,0
Alex Caceres,1,97 of 156,62%,108 of 167,5 of 5,100%,0,4,1
Sean Strickland,0,73 of 207,35%,77 of 211,0 of 2,0%,0,0,0
Henrique da Silva,0,81 of 136,59%,97 of 153,0 of 0,0%,0,2,1
Polo Reyes,2,135 of 299,45%,147 of 312,0 of 0,0%,0,2,0
Cody Garbrandt,1,21 of 48,43%,22 of 49,0 of 0,0%,0,0,0
Jeremy Stephens,0,55 of 140,39%,73 of 158,0 of 1,0%,0,0,0
Rick Story,0,58 of 111,52%,97 of 150,0 of 6,0%,0,0,0
Chris Camozzi,0,43 of 93,46%,76 of 142,1 of 1,100%,0,3,0
Lorenz Larkin,0,44 of 122,36%,58 of 136,1 of 2,50%,0,0,0
Paul Felder,0,41 of 95,43%,53 of 107,0 of 2,0%,0,0,0
Sara McMann,0,22 of 51,43%,56 of 88,2 of 5,40%,1,2,0
Abel Trujillo,0,35 of 80,43%,57 of 102,3 of 3,100%,0,0,0
Jake Collier,1,27 of 54,50%,34 of 61,1 of 5,20%,0,1,0
Erik Koch,0,14 of 40,35%,22 of 50,2 of 4,50%,1,4,0
Bryan Caraway,0,9 of 31,29%,69 of 96,3 of 6,50%,0,5,0
Adam Milstead,0,58 of 116,50%,61 of 119,0 of 0,0%,0,0,0
Stipe Miocic,1,20 of 31,64%,20 of 31,0 of 0,0%,0,0,0
Jacare Souza,0,39 of 55,70%,54 of 72,1 of 3,33%,0,4,0
Cris Cyborg,1,26 of 40,65%,30 of 44,0 of 0,0%,0,1,0
Mauricio Rua,2,48 of 101,47%,66 of 119,0 of 0,0%,0,0,0
Bryan Barberena,0,120 of 231,51%,164 of 281,0 of 1,0%,0,0,0
Demian Maia,0,17 of 20,85%,91 of 110,3 of 10,30%,2,5,0
Thiago Santos,2,16 of 30,53%,20 of 35,0 of 0,0%,0,0,0
Francisco Trinaldo,0,117 of 175,66%,143 of 204,2 of 4,50%,0,3,0
John Lineker,0,80 of 183,43%,95 of 200,1 of 2,50%,0,4,0
Rogerio Nogueira,1,30 of 58,51%,36 of 65,0 of 0,0%,0,0,0
Renato Moicano,0,44 of 129,34%,52 of 137,0 of 0,0%,0,1,0
Alistair Overeem,1,23 of 30,76%,33 of 41,1 of 1,100%,0,1,0
Stefan Struve,1,13 of 16,81%,15 of 18,0 of 0,0%,0,0,0
Gunnar Nelson,0,29 of 44,65%,41 of 56,2 of 2,100%,1,4,0
Germaine de Randamie,1,18 of 29,62%,23 of 34,0 of 0,0%,0,1,0
Nikita Krylov,0,58 of 88,65%,115 of 152,0 of 2,0%,1,2,1
Karolina Kowalkiewicz,0,119 of 261,45%,164 of 309,0 of 1,0%,0,1,0
Rustam Khabilov,0,50 of 73,68%,79 of 110,6 of 9,66%,0,4,1
Magnus Cedenblad,1,21 of 44,47%,21 of 44,0 of 0,0%,0,0,0
Josh Emmett,0,54 of 152,35%,54 of 153,0 of 2,0%,0,0,0
Reza Madadi,0,27 of 68,39%,36 of 78,1 of 2,50%,0,0,0
Kyoji Horiguchi,2,72 of 145,49%,83 of 158,6 of 8,75%,0,6,0
Leon Edwards,0,24 of 35,68%,55 of 69,2 of 3,66%,1,7,0
Ulka Sasaki,0,7 of 23,30%,26 of 46,4 of 10,40%,1,5,0
Jon Jones,0,105 of 157,66%,111 of 163,3 of 5,60%,0,4,0
Demetrious Johnson,1,21 of 33,63%,35 of 47,0 of 0,0%,0,0,0
Edson Barboza,0,73 of 164,44%,73 of 164,0 of 0,0%,0,0,0
Robert Whittaker,0,89 of 176,50%,92 of 179,0 of 0,0%,0,0,0
Yair Rodriguez,1,25 of 53,47%,39 of 68,2 of 2,100%,0,3,0
Sergio Pettis,0,61 of 112,54%,85 of 140,2 of 10,20%,0,2,1
Danny Roberts,0,60 of 112,53%,66 of 119,0 of 0,0%,0,0,0
Carla Esparza,0,28 of 42,66%,130 of 167,5 of 7,71%,0,4,0
James Vick,0,94 of 172,54%,140 of 218,0 of 0,0%,0,0,0
Walt Harris,1,31 of 58,53%,40 of 69,0 of 0,0%,0,0,0
Marcos Rogerio de Lima,1,29 of 41,70%,84 of 103,0 of 0,0%,1,3,0
Kevin Lee,0,64 of 160,40%,99 of 200,1 of 4,25%,1,1,0
Glover Teixeira,1,6 of 17,35%,7 of 18,0 of 0,0%,0,0,0
Rose Namajunas,0,46 of 156,29%,48 of 160,2 of 4,50%,0,0,0
Khabib Nurmagomedov,0,75 of 105,71%,107 of 139,2 of 3,66%,0,7,0
Cub Swanson,2,83 of 148,56%,95 of 161,0 of 0,0%,0,1,0
Michael Chiesa,0,11 of 52,21%,12 of 53,1 of 2,50%,2,1,0
Raquel Pennington,0,75 of 130,57%,84 of 139,0 of 4,0%,0,0,0
Santiago Ponzinibbio,1,38 of 73,52%,39 of 74,0 of 0,0%,0,0,0
Michael Graves,0,11 of 22,50%,26 of 40,2 of 7,28%,1,2,0
John Dodson,1,16 of 19,84%,18 of 21,0 of 0,0%,0,0,0
Cezar Ferreira,0,26 of 58,44%,62 of 99,3 of 5,60%,0,0,0
Elizeu Zaleski dos Santos,0,72 of 146,49%,78 of 152,0 of 3,0%,1,2,1
Junior Dos Santos,0,157 of 247,63%,157 of 247,0 of 0,0%,0,0,0
Derrick Lewis,1,17 of 25,68%,21 of 29,0 of 0,0%,0,0,0
Francis Ngannou,0,36 of 84,42%,46 of 95,0 of 0,0%,0,0,0
Tim Johnson,0,45 of 127,35%,83 of 169,0 of 0,0%,0,0,0
Jan Blachowicz,0,98 of 153,64%,148 of 210,4 of 4,100%,0,4,0
Maryna Moroz,0,35 of 85,41%,55 of 110,1 of 3,33%,1,3,0
Zak Cummings,1,56 of 158,35%,77 of 183,1 of 3,33%,1,3,0
Alejandro Perez,0,48 of 67,71%,87 of 115,0 of 0,0%,0,1,0
Mairbek Taisumov,1,25 of 59,42%,25 of 59,0 of 0,0%,0,0,0
Damian Stasiak,0,2 of 3,66%,3 of 5,2 of 2,100%,1,3,0
Lucas Martins,0,30 of 87,34%,31 of 88,0 of 0,0%,0,0,0
Jared Cannonier,1,27 of 34,79%,27 of 34,0 of 0,0%,0,1,0
Bojan Velickovic,0,45 of 135,33%,56 of 148,1 of 5,20%,1,1,1
Mark Hunt,1,8 of 19,42%,8 of 19,0 of 0,0%,0,0,0
Neil Magny,0,148 of 197,75%,196 of 250,1 of 2,50%,2,5,0
Jake Matthews,0,36 of 114,31%,50 of 129,0 of 4,0%,2,2,0
Daniel Kelly,0,37 of 88,42%,57 of 112,0 of 1,0%,0,1,0
Steve Bosse,1,5 of 12,41%,5 of 12,0 of 0,0%,0,0,0
Bec Rawlings,0,77 of 183,42%,90 of 199,1 of 3,33%,0,1,0
Alan Jouban,1,32 of 40,80%,37 of 45,0 of 0,0%,0,0,0
Dan Hooker,0,5 of 9,55%,6 of 10,0 of 0,0%,1,1,0
Leslie Smith,0,62 of 181,34%,72 of 193,0 of 0,0%,0,0,0
Viscardi Andrade,0,38 of 88,43%,78 of 139,5 of 8,62%,1,3,0
Ross Pearson,0,52 of 155,33%,52 of 156,0 of 1,0%,0,0,0
Alan Patrick,0,25 of 39,64%,117 of 147,5 of 7,71%,1,10,0
Nate Diaz,0,77 of 152,50%,89 of 169,1 of 1,100%,2,1,0
Miesha Tate,0,40 of 104,38%,65 of 132,2 of 9,22%,2,3,0
Ilir Latifi,0,30 of 53,56%,36 of 59,3 of 12,25%,0,1,0
Corey Anderson,0,55 of 153,35%,79 of 178,1 of 4,25%,0,1,0
Amanda Nunes,0,39 of 81,48%,66 of 112,2 of 6,33%,2,4,0
Siyar Bahadurzada,0,84 of 138,60%,170 of 235,3 of 3,100%,1,4,1
Nordine Taleb,1,26 of 50,52%,26 of 50,1 of 1,100%,0,0,0
Vitor Miranda,0,46 of 71,64%,61 of 87,0 of 0,0%,0,0,0
Darren Elkins,0,104 of 153,67%,193 of 255,7 of 11,63%,0,4,0
Diego Sanchez,0,48 of 125,38%,71 of 148,2 of 9,22%,0,2,0
Jason Saggo,0,20 of 35,57%,31 of 56,0 of 0,0%,0,2,1
Teruto Ishihara,1,27 of 51,52%,31 of 55,0 of 0,0%,0,1,0
Michael Bisping,1,108 of 316,34%,112 of 320,0 of 1,0%,0,0,0
Gegard Mousasi,0,81 of 171,47%,95 of 187,0 of 0,0%,0,1,0
Tom Breese,0,32 of 59,54%,88 of 121,0 of 0,0%,1,2,1
Brad Pickett,0,39 of 137,28%,64 of 163,3 of 5,60%,0,3,0
Makwan Amirkhani,0,32 of 50,64%,54 of 77,4 of 7,57%,0,10,3
Davey Grant,0,72 of 109,66%,112 of 154,1 of 5,20%,0,2,1
Scott Askham,1,7 of 9,77%,13 of 15,1 of 2,50%,0,1,1
Arnold Allen,1,31 of 101,30%,40 of 113,4 of 4,100%,0,1,0
Krzysztof Jotko,0,59 of 170,34%,72 of 184,2 of 4,50%,0,1,0
Rustam Khabilov,0,33 of 85,38%,61 of 114,6 of 9,66%,0,3,0
Daniel Omielanczuk,0,77 of 135,57%,90 of 149,0 of 2,0%,0,0,0
Teemu Packalen,1,6 of 11,54%,6 of 11,0 of 0,0%,1,1,0
David Teymur,1,38 of 62,61%,41 of 65,1 of 1,100%,0,0,0
Donald Cerrone,0,4 of 6,66%,7 of 10,1 of 2,50%,1,2,0
Derek Brunson,0,23 of 51,45%,27 of 57,0 of 0,0%,0,0,0
Cody Garbrandt,1,11 of 41,26%,11 of 41,0 of 0,0%,0,0,0
Dennis Bermudez,0,61 of 80,76%,120 of 142,4 of 5,80%,1,2,0
Chris Camozzi,1,11 of 13,84%,11 of 13,0 of 0,0%,0,0,0
James Krause,0,47 of 111,42%,55 of 124,2 of 14,14%,2,3,0
Sean Strickland,1,84 of 173,48%,113 of 206,1 of 2,50%,0,2,0
Oluwale Bamgbose,1,8 of 20,40%,8 of 20,0 of 0,0%,0,0,0
Anthony Smith,0,57 of 101,56%,66 of 111,2 of 5,40%,0,2,0
Nathan Coy,0,37 of 112,33%,71 of 152,3 of 5,60%,0,8,0
Ashlee Evans-Smith,0,55 of 213,25%,57 of 216,1 of 2,50%,0,0,0
Lauren Murphy,0,95 of 171,55%,188 of 272,1 of 3,33%,0,2,0
Shamil Abdurakhimov,0,62 of 104,59%,89 of 132,0 of 2,0%,0,0,0
Stephen Thompson,1,24 of 46,52%,25 of 47,0 of 0,0%,0,0,0
Roy Nelson,0,42 of 121,34%,42 of 121,0 of 1,0%,0,0,0
Ovince Saint Preux,0,51 of 102,50%,106 of 165,1 of 2,50%,0,1,0
Joseph Benavidez,0,66 of 197,33%,82 of 214,0 of 0,0%,0,0,0
Misha Cirkunov,0,32 of 63,50%,66 of 109,3 of 6,50%,1,5,0
Mike Pyle,0,75 of 177,42%,79 of 181,1 of 4,25%,0,0,1
Joshua Burkman,0,57 of 108,52%,62 of 114,3 of 10,30%,0,1,0
Derrick Lewis,0,14 of 30,46%,15 of 33,1 of 1,100%,0,3,0
Justin Scoggins,0,57 of 120,47%,81 of 148,4 of 6,66%,0,6,0
Diego Rivas,1,5 of 9,55%,7 of 12,1 of 1,100%,0,0,0
Mickey Gall,1,2 of 4,50%,3 of 5,0 of 0,0%,1,1,0
Alex White,0,78 of 172,45%,102 of 197,3 of 7,42%,0,2,0
Anthony Johnson,0,11 of 13,84%,13 of 15,0 of 0,0%,0,2,0
Ben Rothwell,0,35 of 91,38%,38 of 94,0 of 0,0%,1,0,0
Jimmie Rivera,0,45 of 102,44%,64 of 124,3 of 6,50%,0,0,0
Bryan Barberena,0,26 of 48,54%,67 of 94,1 of 1,100%,1,1,0
Tarec Saffiedine,0,54 of 131,41%,58 of 135,0 of 1,0%,0,1,0
Diego Ferreira,0,65 of 152,42%,130 of 226,0 of 5,0%,0,4,1
Rafael Natal,1,54 of 87,62%,123 of 168,4 of 7,57%,0,4,0
Wilson Reis,0,48 of 125,38%,96 of 186,9 of 23,39%,0,7,0
Alexander Yakovlev,1,15 of 18,83%,17 of 20,2 of 2,100%,0,3,0
Alex Caceres,0,74 of 144,51%,80 of 153,1 of 3,33%,0,0,0
Randy Brown,0,48 of 108,44%,61 of 122,1 of 4,25%,1,1,0
Anthony Rocco Martin,0,60 of 141,42%,64 of 147,2 of 7,28%,1,2,0
Dominick Cruz,0,112 of 302,37%,122 of 312,4 of 11,36%,0,0,0
Eddie Alvarez,0,42 of 90,46%,74 of 129,6 of 15,40%,0,2,0
Travis Browne,0,51 of 114,44%,61 of 124,2 of 3,66%,0,2,0
